title	category
 မန်စီးတီးအသင်း တာဝန်ရှိသူတွေဟာ 	2
သတင်း အားကစား	2
ဆီဗီလာတိုက်စစ်မှူး ဘင်ရက်ဒါကို ခေါ်ရန် မန်ယူ စိတ်ဝင်စား	2
မန်ချက်စတာယူနိုက်တက်အသင်းဟာ ဆီဗီလာတိုက်စစ်မှူး ဘင်ရက်ဒါကို ခေါ်ယူဖို့ စိတ်ဝင်စားနေတယ်လို့ သိရပါတယ်။	2
 ပြင်သစ်တိုက်စစ်မှူး ဘင်ရက်ဒါဟာ ပြီးခဲ့တဲ့ရာသီက ဆီဗီလာအသင်းနဲ့အတူ 	2
သတင်း အားကစား	2
ဘာစီလိုနာကွင်းလယ်လူ အန်ဒရီဂိုမက်ဇ်ကို အဲဗာတန် အပြီးသတ်ခေါ်ယူ	2
အဲဗာတန်အသင်းဟာ ဘာစီလိုနာကွင်းလယ်လူ အန်ဒရီဂိုမက်ဇ်ကို ပေါင် ၂၂ သန်းနဲ့ အပြီးသတ် ခေါ်ယူလိုက်ပါတယ်။	2
 ပေါ်တူဂီလက်ရွေးစင် အန်ဒရီဂိုမက်ဇ်ဟာ 	2
သတင်း အားကစား	2
နေမာ ပီအက်စ်ဂျီမှ ထွက်ခွာသင့်ဟု ဘရာဇီး တိုက်စစ်မှူးဟောင်း ရီဗယ်လ်ဒို တိုက်တွန်း	2
နေမာအနေနဲ့ ပီအက်စ်ဂျီကနေ ထွက်ခွာသင့်တယ်လို့ ဘရာဇီး ဂန္ထဝင်တိုက်စစ်မှူးကြီး ရီဗယ်လ်ဒိုက တိုက်တွန်းခဲ့ပါတယ်။	2
 နေမာဟာ ၂၀၁၇ ခုနှစ်က 	2
သတင်း အားကစား	2
နယ်သာလန်ကလပ်မှ လူငယ်နောက်ခံလူ ဗန်ဒန်းဘာ့ခ်ကို ခေါ်ရန် လီဗာပူး စိတ်အားထက်သန်	2
လီဗာပူးအသင်းဟာ ဟော်လန်ကလပ် PEC ဇဝိုလာအသင်းက ဗဟိုနောက်ခံလူ ဆပ် ဗန်ဒန်းဘာ့ခ်ကို ခေါ်ယူဖို့ စိတ်အားထက်သန်နေပါတယ်။	2
 ဒါပေမယ့် 	2
သတင်း အားကစား	2
နည်းပြရာထူးအတွက် လမ်းပတ်နှင့် ညှိနှိုင်းရန် ချဲလ်ဆီးတာဝန်ရှိသူများ ခွင့်ပြု	2
ချဲလ်ဆီးအသင်း တာဝန်ရှိသူတွေက အသင်းမှာ လစ်လပ်နေတဲ့ နည်းပြနေရာအတွက် ကစားသမားဟောင်း ဖရန့်လမ်းပတ်နဲ့ စကားပြောဆိုညှိနှိုင်းဖို့ ခွင့်ပြုလိုက်ပါတယ်။	2
 အသက် 	2
သတင်း အားကစား	2
ပေါ်တူဂီလူငယ် ဂျိုအာဖိလစ်ကို ခေါ်ယူနိုင်ရန် အက်သလက်တီကိုမက်ဒရစ် နီးစပ်နေ	2
အက်သလက်တီကိုအသင်းဟာ မန်ချက်စတာနှစ်သင်းထက် လက်ဦးမှုရယူပြီး ဂျိုအာဖိလစ်ကို ခေါ်ယူနိုင်တော့မယ်လို့ သိရပါတယ်။	2
 ထိပ်တန်းကလပ်အသင်း အများစုရဲ့ စောင့်ကြည့်ခြင်း ခံနေရပြီး 	2
သတင်း အားကစား	2
ကမ္ဘာ့ဖလား အမျိုးသမီး ဘောလုံးပြိုင်ပွဲ ကွာတားတွင် လက်ရှိချန်ပီယံနှင့် အိမ်ရှင်အသင်း တွေ့ဆုံ	2
ပြင်သစ်နိုင်ငံမှာ ကျင်းပနေတဲ့ ကမ္ဘာ့ဖလား အမျိုးသမီးဘောလုံးပြိုင်ပွဲ ကွာတားဖိုင်နယ် တက်ရောက်တဲ့ အသင်း ၈ သင်း ထွက်ပေါ်လာပြီး 	2
သတင်း အားကစား	2
ချန်ပီယံလိဂ်ဖလားနှင့် ဝေးကွာနေသည့် မက်ဆီကို ဗန်ဟားလ် မေးခွန်းထုတ်	2
လီယွန်နယ် မက်ဆီ အနေနဲ့ ၂၀၁၄-၁၅ ဘောလုံးရာသီနောက်ပိုင်း ချန်ပီယံလိဂ်ဖလားကို ဘာကြောင့် ရယူနိုင်ခြင်း မရှိတာလဲလို့ နည်းပြဟောင်း 	2
သတင်း အားကစား	2
နည်းပြ ဘင်နီတက်ဇ် နယူးကာဆယ်နှင့် လမ်းခွဲတော့မည်	2
နယူးကာဆယ်အသင်းနဲ့ နည်းပြ ဘင်နီတက်ဇ်တို့ စာချုပ်သက်တမ်းတိုးဖို့ အဆင်မပြေတာကြောင့် လမ်းခွဲတော့မှာ ဖြစ်ပါတယ်။	2
 စပိန်နည်းပြ ဘင်နီတက်ဇ်ဟာ လာမယ့်	2
မန်ယူတိုက်စစ်မှူး လူကာကူ အင်တာမီလန်သို့ ပြောင်းရန် သဘောတူဟု သတင်းထွက်	2
 	2
မန်ချက်စတာယူနိုက်တက် တိုက်စစ်မှူး လူကာကူ အီတလီ စီးရီးအေကလပ် အင်တာမီလန် အသင်းကို ပြောင်းဖို့ သဘောတူသွားပြီလို့ သတင်းတွေ 	2
သတင်း အားကစား	2
ဒီလစ်ကို ခေါ်ယူလိုသည့် အသင်းများထဲ ရီးရဲလ် ပါဝင်လာ	2
အေဂျက် လူငယ်ကြယ်ပွင့် ဒီလစ်ကို ခေါ်ယူမယ့် ဥရောပအသင်းတွေ အားပြိုင်ပွဲမှာ ကြယ်စင်စုအသင်းအဖြစ် တဖန်ပြန်လည် တည်ဆောက်နေတဲ့ ရီးရဲလ်မက်ဒရစ်အသင်းလည်း 	2
သတင်း အားကစား နိုင်ငံတကာ ရုပ်သံ	2
ထိုင်းဘုန်းကြီးကျောင်းပလ္လင်တွင် ထုဆစ်ထားသည့် ထူးထူးခြားခြား ဘက်ခမ်းပုံတူရွှေရုပ်တု (ရုပ်သံ)	2
ထိုင်းနိုင်ငံ၊ ဘန်ကောက်မြို့၊ ဘုန်းကြီးကျောင်းတကျောင်းရဲ့ ပလ္လင်မှာ ထုဆစ်ထားရှိတဲ့ အင်္ဂလန် ဂန္ထဝင်ဘောလုံးသမား ဒေးဗစ်ဘက်ခမ်းရဲ့ ရွှေရောင်ပုံတူရုပ်တုဟာ ကမ္ဘာလှည့် 	2
သတင်း အားကစား ရုပ်သံ	2
ကိုပါအမေရိကဖလားတွင် ဥရုဂွေးနှင့် ဂျပန် ၂ ဂိုးစီသရေကျ (ရုပ်သံ)	2
ကိုပါအမေရိကဖလား အုပ်စု စီ ဒုတိယပွဲစဉ်အဖြစ် နာမည်ကြီး ဥရုဂွေးအသင်းနဲ့ ဒီနှစ်မှ ဖိတ်ခေါ်ထားတဲ့ အာရှထိပ်သီး ဂျပန်အသင်းတို့ 	2
သတင်း အားကစား	2
ကိုပါအမေရိက အဖွင့်နှစ်ပွဲတွင် နိုင်ပွဲပျောက်သည့် အာဂျင်တီးနား အုပ်စုတက်ရေး ရုန်းကန်ရမည်	2
အာဂျင်တီးနားအသင်းဟာ ကိုပါအမေရိကဖလား အုပ်စုအဖွင့်နှစ်ပွဲမှာ နိုင်ပွဲပျောက်ခဲ့လို့ အုပ်စုတက်ရေး ရုန်းကန်ရတော့မှာ ဖြစ်ပါတယ်။	2
 အာဂျင်တီးနားအသင်းဟာ အုပ်စုပထမပွဲမှာ ကိုလံဘီယာအသင်းကို 	2
သတင်း အားကစား	2
ဘိုင်ယန်နောက်ခံလူ ဟမ်းမဲလ် အသင်းဟောင်း ဒေါ့မွန်သို့ ပြောင်းရွှေ့	2
ဂျာမန်နောက်တန်းကစားသမား ဟမ်းမဲလ်ဟာ ဘိုင်ယန်မြူးနစ်ကနေ အသင်းဟောင်း ဒေါ့မွန်ကို ပြောင်းရွှေ့သွားပါတယ်။	2
 ဗဟိုနောက်ခံလူ ဟမ်းမဲလ်အတွက် အပြောင်းအရွှေ့ကို နှစ်ဖက် 	2
သတင်း အားကစား	2
စပိန်နည်းပြ အင်းန်ရစ်ခ် ရာထူးကနုတ်ထွက်	2
စပိန်ဘောလုံးအသင်း နည်းပြ အင်းန်ရစ်ခ်ဟာ မိသားစုအရေး အကြောင်းပြချက်နဲ့ ရာထူးကနေ နုတ်ထွက်သွားပါတယ်။	2
 သူ့နေရာမှာ လက်ထောက်နည်းပြ ရောဘတ် 	2
သတင်း အားကစား	2
မန်ယူကွင်းလယ်လူဟောင်း ပေါလ်စခိုး ဘောလုံးပွဲလောင်း၍ ဒဏ်ရိုက်ခံရ	2
အင်္ဂလန်နဲ့ မန်ယူ ကွင်းလယ်ကစားသမားဟောင်း ပေါလ်စခိုးဟာ ဘောလုံးပွဲ ရာချီပြီး လောင်းခဲ့လို့ ပေါင် ၈၀၀၀ ဒဏ်ရိုက်ခံလိုက်ရပါတယ်။	2
သတင်း အားကစား	2
နိုင်ငံ့လက်ရွေးစင်အသင်း နည်းပြအဖြစ် မြင်တွေ့ရဖွယ်ရှိဟု မော်ရင်ဟို ပြော	2
နိုင်ငံ့လက်ရွေးစင် အသင်းတသင်းရဲ့ နည်းပြအဖြစ် တွေ့မြင်ရဖို့ရှိတယ်လို့ မော်ရင်ဟိုက ပြောကြားလိုက်ပါတယ်။	2
 ပေါ်တူဂီနည်းပြ မော်ရင်ဟိုဟာ ပြီးခဲ့တဲ့ ဒီဇင်ဘာလက 	2
သတင်း အားကစား	2
တီကိုကွင်းလယ်လူ ရိုဒရီကို ကလပ်စံချိန်တင် ပြောင်းရွှေ့ကြေးဖြင့် ခေါ်ယူရန် မန်စီးတီး နီးစပ်နေ	2
မန်စီးတီးအသင်းဟာ အက်သလက်တီကိုမက်ဒရစ် ကွင်းလယ်လူ ရိုဒရီကို  ကလပ်စံချိန်တင် ပြောင်းရွှေ့ကြေးနဲ့ ခေါ်ယူနိုင်ဖို့ နီးစပ်နေပါတယ်။	2
 စပိန်လက်ရွေးစင် ရိုဒရီဟာ	2
FLEET Mauritius International ကြက်တောင်ပြိုင်ပွဲတွင် သက်ထားသူဇာ ဖိုင်နယ်တက်လှမ်း	2
မြန်မာနိုင်ငံရဲ့ နာမည်ကြီးကြက်တောင်အားကစားမယ် သက်ထားသူဇာဟာ မောရစ်ရှနိုင်ငံမှာ ကျင်းပနေတဲ့ FLEET Mauritius International 2019 ပြိုင်ပွဲမှာ 	2
သတင်း အားကစား	2
ရှမ်းယူနိုက်တက်နှင့် ချင်းလန်းအသင်းပွဲစဉ် ဗိုလ်ချုပ်မှူးကြီး ကြည့်ရှု၊ ဆုငွေချီးမြှင့်	2
Myanmar National League 2019 ဒုတိယအကျော့အဖွင့်ပွဲစဉ်ဖြစ်တဲ့ ရှမ်းယူနိုက်တက်အသင်းနဲ့ ချင်းလန်းအသင်းတု့ိရဲ့ပွဲစဉ်ကို ဗိုလ်ချုပ်မှူးကြီး မင်းအောင်လှိုင် ကြည့်ရှုအားပေးခဲ့ပြီး 	2
သတင်း အားကစား	2
ယူကရိန်းက တောင်ကိုရီးယားကို အနိုင်ယူပြီး ယူ ၂၀ ကမ္ဘာ့ဖလားဗိုလ်စွဲ	2
ပိုလန်နိင်ငံမှာ မနေ့က ကျင်းပတဲ့ ယူ ၂၀ ကမ္ဘာ့ဖလားပြိုင်ပွဲ ဗိုလ်လုပွဲမှာ ယူကရိန်းက တောင်ကိုရီးယားအသင်းကို အားကစား ရုပ်သံ	2
ကိုလံဘီယာအသင်းက အာဂျင်တီးနားကို ၂ ဂိုး ဂိုးမရှိဖြင့် အနိုင်ရ (ရုပ်သံ)	2
ဒီနေ့ မနက်ကစားတဲ့ ကိုပါအမေရိကဖလားပြိုင်ပွဲ ၂၀၁၉ ရဲ့ အုပ်စု ဘီ ရဲ့ပထမဆုံး ပွဲစဉ်မှာ ကိုလံဘီယာအသင်းဟာ 	2
သတင်း အားကစား	2
လိုက်ပ်ဇစ်တိုက်စစ်မှူး တိုက်မိုဝါနာကို ခေါ်ယူရန် လီဗာပူးကြိုးပမ်း	2
ဘိုင်ယန်မြူးနစ်အသင်းရဲ့ စိတ်ဝင်စားမှု လျော့ကျသွားခဲ့တာကြောင့် လိုက်ပ်ဇစ်တိုက်စစ်မှူး တိုင်မိုဝါနာကို ဥရောပချန်ပီယံ လီဗာပူးက ခေါ်ယူဖို့ အရှိန်အဟုန်မြှင့် ကြိုးပမ်းလာပါတယ်။	2
သတင်း အားကစား	2
တိုက်စစ်မှူး အူဘာမီယန်းကို အာဆင်နယ် စာချုပ်သစ်ချုပ်ရန် ပြင်ဆင်	2
တရုတ်စူပါလိဂ် ကလပ်တခုရဲ့ မြင့်မားတဲ့ ပြောင်းရွှေ့ကြေးနဲ့ ကမ်းလှမ်းခံရပြီးနောက် အာဆင်နယ်အသင်းဟာ တိုက်စစ်မှူး အူဘာမီယန်းကို ဆက်လက်ထိန်းသိမ်းထားနိုင်ရေး လစာတိုးမြှင့်ပြီး 	2
သတင်း အားကစား	2
မန်စီးတီးနှင့်အတူ ကွင်းလယ်လူ ဂန်ဒိုဂန် စံချိန်တင်နိုင်ခဲ့	2
မန်စီးတီးကွင်းလယ်ကစားသမား ဂန်ဒိုဂန်ဟာ ၂၀၁၈၊ ၂၀၁၉ တရာသီအတွင်း တဂိုးဂိုးမရှိကနေ ၉ ဂိုးပြတ်ထိ အနိုင်ရရှိခဲ့တဲ့ ပွဲစဉ်တွေမှာ 	2
သတင်း အားကစား	2
လမ်းပတ်အနေဖြင့် ချဲလ်ဆီးနည်းပြရာထူး လက်လွှတ်မခံသင့်ဟု ရက်နက်ပြော	2
ဖရန့်ခ်လမ်းပတ်အနေနဲ့ ချဲလ်ဆီးအသင်းရဲ့ နည်းပြရာထူးဟာ နောက်တခါ ထပ်မရနိုင်တော့တဲ့ အခွင့်အရေးဖြစ်လို့ လက်လွှတ်မခံသင့်ကြောင်း ဦးလေးဖြစ်သူ နည်းပြ ဟယ်ရီရက်နက်က 	2
သတင်း အားကစား	2
ချဲလ်ဆီးနည်းပြ ဆာရီ ဂျူဗင်တပ်သို့ ပြောင်းရွှေ့ရန် သဘောတူညီချက်ရ	2
ချဲလ်ဆီးနဲ့ ဂျူဗင်တပ် အသင်းတို့ဟာ နည်းပြ မာရီယိုဆာရီအတွက် သဘောတူညီချက် ရရှိခဲ့ပြီလို့ သိရပါတယ်။	2
 အသက် ၆၀ 	2
သတင်း အားကစား	2
ကမ္ဘာ့ဖလား ပြီးဆုံးချိန်ကတည်းက ဟာဇက်ကို ရီးရဲလ် ချိတ်ဆက်ခဲ့	2
ရီးရဲလ်မက်ဒရစ်အသင်းက ကမ္ဘာ့ဖလား ပြီးဆုံးချိန်မှာ စတင်ချိတ်ဆက်လာတာကို သိခဲ့ပေမယ့်လည်း ချဲလ်ဆီးအသင်းမှာပဲ ဆက်ရှိနေဖို့ ဆုံးဖြတ်ခဲ့တာဖြစ်တယ်လို့ မက်ဒရစ်ပရိသတ်တွေနဲ့ မိတ်ဆက်ပွဲ	2
ရီးရဲလ်တိုက်စစ်မှူး ဘေးလ်ကို မန်ယူ အငှားဖြင့်ခေါ်ယူရန် ကြိုးပမ်း	2
မန်ချက်စတာယူနိုက်တက်အသင်းဟာ ဂါရတ်ဘေးလ်ကို ခေါ်ယူဖို့ ပြောင်းရွှေ့ကြေး မတတ်နိုင်တာကြောင့် အငှားစာချုပ်နဲ့ခေါ်ယူဖို့ ကြိုးပမ်းနေတယ်လို့ သတင်းထွက်ပေါ်နေပါတယ်။	2
 ရီးရဲလ်နည်းပြ ဇီဒန်းဟာ 	2
သတင်း အားကစား	2
နယူးကာဆယ်ကို ဘီလျံနာ ရှိတ်ခါလဒ် ဝယ်ယူပါက မော်ရင်ဟို နည်းပြဖြစ်လာနိုင်	2
ဘီလျံနာသူဌေး ရှိတ်ခါလဒ်သာ နယူးကာဆယ်အသင်းကို ပေါင်သန်း ၃၅၀ နဲ့ ဝယ်ယူခဲ့မယ်ဆိုရင် နည်းပြသစ်ဟာ ဟိုဆေးမော်ရင်ဟို ဖြစ်လာဖို့ 	2
သတင်း အားကစား	2
မြန်မာနှင့်ကစားမည့်ပွဲ ခက်ခဲမည်ဟု စင်ကာပူနည်းပြပြော	2
မြန်မာကစားသမားတွေရဲ့ ကစားဟန်ဟာ လျင်မြန်ပြီး  နည်းစနစ် ကောင်းမွန်တဲ့အတွက် မြန်မာလက်ရွေးစင်အသင်းနဲ့ ယှဉ်ပြိုင်ကစားမယ့် ခြေစမ်းပွဲဟာ ခက်ခဲမယ်လို့ စင်ကာပူ 	2
သတင်း အားကစား	2
ဂျပန်ယူ ၁၈ အသင်းနှင့် ခြေစမ်းမည့် အာဆီယံ ယူ ၁၈ အသင်းတွင် မြန်မာကစားသမား ၂ ဦးပါဝင်	2
ဂျပန်ဖောင်ဒေးရှင်းနဲ့ ဂျပန်ဘောလုံးအဖွဲ့ချုပ်တို့ ပူးပေါင်းစီစဉ်တဲ့ Japa Fun Cup နိုင်ငံတကာ ခြေစမ်းပွဲအဖြစ် အာဆီယံလက်ရွေးစင် ယူ 	2
သတင်း အားကစား	2
အင်္ဂလန်က ဆွစ်ဇာလန်ကိုနိုင်ပြီး နေးရှင်းလိဂ် တတိယနေရာ ဆွတ်ခူး (ရုပ်သံ)	2
နေးရှင်းလိဂ် တတိယနေရာလုပွဲအဖြစ် အင်္ဂလန်နဲ့ ဆွစ်ဇာလန်တို့ မနေ့ညက ယှဉ်ပြိုင်ရာ အင်္ဂလန်က ပယ်နယ်တီအဆုံးအဖြတ် ၆ ဂိုး 	2
သတင်း အားကစား ရုပ်သံ	2
ပေါ်တူဂီက နယ်သာလန်ကို အနိုင်ယူပြီး နေးရှင်းလိဂ်ဖလား ဆွတ်ခူး (ရုပ်သံ)	2
နေးရှင်းလိဂ် နောက်ဆုံးဗိုလ်လုပွဲအဖြစ် ပေါ်တူဂီနဲ့ နယ်သာလန်တို့ မနေ့ကယှဉ်ပြိုင်ရာ ပေါ်တူဂီက တလုံးတည်းသောဂိုးနဲ့ အနိုင်ယူပြီး ဆုဖလား ဆွတ်ခူးသွားပါတယ်။	2
သတင်း အားကစား	2
အသက် ၃၄ ရှိပေမယ့် စွမ်းဆောင်ရည်ပြနိုင်သေးဟု စီရော်နယ်ဒိုပြော	2
အသက် ၃၄ နှစ်အရွယ်ရောက်လာပေမယ့် ခံစားချက်တွေက အကောင်းဆုံးမှာ ရှိနေပြီးတော့ ဒီထက်ပိုတဲ့ စွမ်းဆောင်ရည်မျိုး ပြသနိုင်သေးတယ်လို့ စီရော်နယ်ဒိုက 	2
သတင်း အားကစား	2
ရီးရဲလ်က ပေါ့ဘာကို ခေါ်ယူရန် ထပ်မံကြိုးစား	2
ရီးရဲလ်မက်ဒရစ်အသင်းဟာ ဟာဇက်ကို ပေါင်သန်း ၁၃၀ နဲ့ ခေါ်ယူမှုအပြီးမှာ မန်ချက်စတာယူနိုက်တက်အသင်းရဲ့ ကွင်းလယ်ကစားသမား ပေါလ်ပေါ့ဘာကို ခေါ်ယူဖို့ 	2
သတင်း အားကစား	2
နာပိုလီခံစစ်မှူး ကိုလီဘာလီကို ခေါ်ယူရန် မန်ယူ ပြင်ဆင်	2
မန်ချက်စတာယူနိုက်တက်အသင်းဟာ ပေါင် ၈၄ သန်းအထက် အသုံးပြုပြီးတော့ နာပိုလီခံစစ်မှူး ကိုလီဘာလီကို ခေါ်ယူဖို့ ပြင်ဆင်နေတယ်လို့ သိရပါတယ်။	2
သတင်း အားကစား	2
ကမ္ဘာ့ဖလားအမျိုးသမီး ဘောလုံးပြိုင်ပွဲတွင် ပြင်သစ်က တောင်ကိုရီးယားကို ဂိုးပြတ်နိုင်	2
၂၀၁၉ ကမ္ဘာ့ဖလားအမျိုးသမီး ဘောလုံးပြိုင်ပွဲကို ဇွန်လ ၇ ရက်နေ့က ပြင်သစ်နိုင်ငံ ပဲရစ်မြို့မှာ စတင်ဖွင့်လှစ်ခဲ့ပြီး အိမ်ရှင်အသင်းက	2
လီဗာပူးနှင့် မန်ချက်စတာယူနိုက်တက် အင်္ဂလန်၏ အအောင်မြင်ဆုံးအသင်းအဖြစ် ပူးတွဲရပ်တည်	2
လီဗာပူးအသင်းဟာ ချန်ပီယံလိဂ်ဖလား ရယူနိုင်ခဲ့တာကြောင့် မန်ယူနိုက်တက် အသင်းနဲ့အတူ အင်္ဂလန်ရဲ့ အအောင်မြင်ဆုံးအသင်းအဖြစ် ပူးတွဲရပ်တည်နိုင်ခဲ့ပါတယ်။	2
 လီဗာပူးအသင်းဟာ ၂၀၁၆ 	2
သတင်း အားကစား	2
ဆိုစီဒက်အရန်အသင်းကို ဇာဗီအလွန်ဆို ကိုင်တွယ်မည်	2
လီဗာပူး ကစားသမားဟောင်း ဇာဗီအလွန်ဆိုဟာ မွေးရပ်မြေကလပ် ဆိုစီဒက် အရန်အသင်း နည်းပြအဖြစ် တာဝန်ယူ ကိုင်တွယ်တော့မှာ ဖြစ်ပါတယ်။	2
သတင်း အားကစား	2
ဂရစ်ဇ်မန်းကို ခေါ်ရန် ကြိုးပမ်းခဲ့သည့် ဘာစီလိုနာကို ဥပဒေအရ တိုင်ကြားမည်	2
အန်တိုနီယိုဂရစ်ဇ်မန်းကို ခေါ်ယူနိုင်ဖို့ အားထုတ်ကြိုးပမ်းခဲ့တဲ့ ဘာစီလိုနာအသင်းကို ဥပဒေအရ တိုင်ကြားသွားဖို့ရှိတယ်လို့ အက်သလက်တီကိုမက်ဒရစ် အသင်းက ထုတ်ပြန် ကြေညာလိုက်ပါတယ်။	2
သတင်း အားကစား	2
ရာမို့စ် ရီးရဲလ်တွင်ဆက်ရှိရေး နည်းပြ ဇီဒန်း စည်းရုံးခဲ့	2
ရီးရဲလ်နောက်ခံလူ ရာမို့စ်အနေနဲ့ တရုတ်စူပါလိဂ်ကလပ်ကို မပြောင်းဘဲ ဘာနေဗျူးမှာပဲ ဆက်ရှိနေဖို့ နည်းပြဇီဒန်းက ပုဂ္ဂိုလ်ရေးအရ စည်းရုံးခဲ့ရတယ်လို့ သိရပါတယ်။	2
သတင်း အားကစား	2
လာမည့်နှစ်တွင်လည်း လီဗာပူး ချန်ပီယံလိဂ် ဗိုလ်လုပွဲ တက်နိုင်ဟု မော်ရင်ဟို သုံးသပ်	2
လာမယ့်နှစ်မှာလည်း လီဗာပူးအသင်း ဗိုလ်လုပွဲတက်နိုင်တယ်လို့ နည်းပြ မော်ရင်ဟိုက သုံးသပ် ပြောကြားလိုက်ပါတယ်။	2
 မန်ချက်စတာယူနိုက်တက်အသင်း နည်းပြဟောင်း မော်ရင်ဟိုဟာ 	2
သတင်း အားကစား	2
ဗြိတိန်လက်ဝှေ့ကျော်ကို အနိုင်ရခဲ့သည့် မက္ကဆီကန်နိုင်ငံသား ဆုကြေး ပေါင် ၅ သန်းသာ ရရှိ	2
ဟဲဗီးဝိတ် ကမ္ဘာ့ချန်ပီယံ စိန်ခေါ်ပွဲမှာ နာမည်ကြီး ဗြိတိန်လက်ဝှေ့အကျော်အမော် အန်တိုနီဂျော်ရွှာကို အနိုင်ရခဲ့တဲ့ မက္ကဆီကန်နိုင်ငံသား အန်ဒီရုဇ်ဂျူနီယာဟာ ပေါင် 	2
သတင်း အားကစား	2
လီဗာပူးတိုက်စစ်မှူး အိုရီဂီကို သူရဲကောင်းသဖွယ် ချီးကျူး	2
လီဗာပူးတိုက်စစ်မှူး အိုရီဂီကို အသင်းရဲ့ သူရဲကောင်းတဦးအဖြစ် ပရိသတ်တွေက  ချီးကျူးခဲ့ကြပါတယ်။	2
