title	category
The Voice Myanmar Season 2 သီချင်းဆို ပြိုင်ပွဲမှာ နောက်ဆုံးဖိုင်နယ်အထိ တက်ရောက်နိုင်ခဲ့တဲ့ ဟေဇယ်လ်ကနိုဗန်ထူး၊ ဟေဇယ်လ်၊ Paul Austinနဲ့  Melody Khong တို့အောင်ပွဲခံခဲ့သည့် The Voice Myanmar ဆီမီးဖိုင်နယ်ည	4
မနေ့ညက ကျင်းပခဲ့တဲ့ The Voice Myanmar သီချင်းဆိုပြိုင်ပွဲရဲ့ Semi Final အ ဆင့်မှာတော့ 	4
သတင်း လျှပ်စီးဝင် အဝတ်လှန်းသွပ်နန်းကြိုးအား ကိုင်မိသည့် ဇနီးမောင်နှံ ဓာတ်လိုက်သေဆုံး	4
ပဲခူးတိုင်း သနပ်ပင်မြို့နယ်မှာ လျှပ်စစ်စီးဝင်နေတဲ့ အဝတ်လှန်း သွပ်နန်းကြိုးအား ကိုင်မိတာကြောင့် ဓာတ်လိုက်ပြီး ဇနီးမောင်နှံ နှစ်ဦး သေဆုံးခဲ့ပါတယ်။ 	4
သတင်း အနုပညာ ရုပ်သံ	4
ခန့်စည်သူ၊ အောင်ရဲလင်း၊ အိချောပိုနှင့် ပက်ထရစ်ရှာတို့ပါဝင်သည့် ကောင်းကင်တစ်ခုအလိုရှိ သည်ရုပ်ရှင်(နမူနာ)	4
သရုပ်ဆောင် မင်းသားမင်းသမီးတွေ ဖြစ်ကြတဲ့ ခန့်စည်သူ၊ အောင်ရဲလင်း၊ အိချောပိုနဲ့ ပက်ထရစ်ရှာတို့ ခေါင်းဆောင် ပါဝင်ထားကြတဲ့ ကောင်းကင်တစ်ခု 	4
သတင်း ပြိုင်ပွဲဝင် ၈ ယောက် အကြိတ်အနယ်ယှဉ်ပြိုင်ကြရမည့် The Voice Myanmar Semi Final ည	4
ပရိသတ် စိတ်ဝင်စားမှု မြင့်တက်နေတဲ့ The Voice Myanmar သီချင်းဆိုပြိုင်ပွဲကို ကျင်းပ လာခဲ့တာဟာ ခုတပတ်မှာတော့ 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ယူကျုတွင် ကြည့်ရှုသူ သန်း ၂၀ ကျော်ရှိနေသည့် နာမည်ကြီးရုပ်ရှင် – MIB: International (နမူနာ)	4
ဟောလိဝုဒ်ရုပ်ရှင်ကားတွေထဲမှာ ဝင်ငွေစံချိန်ချိုးခဲ့တဲ့ နာမည်ကြီး Men In Black ရုပ်ရှင်ကားတွေရဲ့ လေးကားမြောက် နောက်ဆက်တွဲရုပ်ရှင် အနေနဲ့ 	4
သတင်း အနုပညာ နိုင်ငံတကာ	4
ဖို့ဘ်မဂ္ဂဇင်းက ရွေးချယ်သည့် ကမ္ဘာ့အချမ်းသာဆုံး အမျိုးသမီးအဆိုတော် ရီဟားနား	4
နာမည်ကျော် ဖို့ဘ်မဂ္ဂဇင်းက ရွေးချယ်တဲ့ ကမ္ဘာ့အချမ်းသာဆုံး အမျိုးသမီး အဆိုတော်တွေ စာရင်းမှာ ရီဟားနားက ထိပ်ဆုံးမှာ ရပ်တည်ခဲ့ပါတယ်။ 	4
မှုခင်း သတင်း မင်းသားဝေဠုကျော် တရားရုံးကို လာရောက်နိုင်ခြင်းမရှိသဖြင့်  ရုံးချိန်းထပ်မံချိန်းဆို	4
ကာမလိမ်လည်ရယူမှုနဲ့ တရားစွဲခံထားရတဲ့ သရုပ်ဆောင် မင်းသားဝေဠုကျော် ဒီကနေ့  ရုံးချိန်းကို ခွင့်တင်ထားပြီး လာရောက်နိုင်ခြင်းမရှိလို့ ဇွန်လ ၁၉ 	4
သတင်း အိချောပိုနှင့် ထိုင်းမင်းသမီး ကရာဗီတို့ ပါဝင်သည့် လေဒီဘွိုင်းရုပ်ရှင် ရုံတင်မည်	4
နာမည်ကြီးသရုပ်ဆောင်မင်းသမီး အိချောပို၊ ထိုင်းသရုပ်ဆောင် မင်းသမီး ကရာဗီတို့ရဲ့ Sexy ကျကျ အလှအပတွေနဲ့  သရုပ်ဆောင်မှုတွေကို 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ချစ်စဖွယ် တိရစ္ဆာန် ကာတွန်းဇာတ်ကောင် အန်နီမေးရှင်းရုပ်ရှင် – The Secret Life of Pets 2 (နမူနာ)	4
ချစ်စဖွယ် အိမ်မွေးတိရစ္ဆာန် ကာတွန်းဇာတ်ကောင်လေးတွေနဲ့ 3D Animation ရုပ်ရှင်ပရိသတ်တွေ အကြိုက်တွေ့ကြမယ့် The Secret Life 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ဘောလိဝုဒ်စတား ဆယ်လ်မန်ခန်း ခေါင်းဆောင်ပါဝင်သည့် ရုပ်ရှင် – Bharat (နမူနာ)	4
ဘောလိဝုဒ်စတား ဆယ်လ်မန်ခန်း (Salman Khan) ပရိသတ်တွေ အကြိုက်တွေ့ကြမယ့် Bharat ရုပ်ရှင်ကို လာမယ့် ဇွန်လ	4
ရာဇာနေဝင်း၊ ဇေရဲထက်နှင့် ခင်ဝင့်ဝါ ပါဝင်သည့် ယောက်ဖစစ်ဆင်ရေး ရုပ်ရှင် (နမူနာ)	4
မြန်မာအချစ် ဟာသရုပ်ရှင်ကားတကား ဖြစ်တဲ့ ယောက်ဖစစ်ဆင်ရေး ရုပ်ရှင်ကို လာမယ့် မေလ ၂၃ ရက်နေ့ ရုံတင်ပြသတော့မှာ 	4
သတင်း မိုးရေစက်များသီချင်းဖြင့် အစွမ်းပြပြီး နောက်တဆင့်တက်ခဲ့သည့် The Voice Myanmar ပြိုင်ပွဲဝင် Hazel (ရုပ်သံ)	4
ညိုမှောင်နေ ရာသီနဲ့ရွာနေတယ် ဒီမိုးစက်တွေ အလွမ်းစိတ်ဖွဲ့ ငါ့ရဲ့ရင်ထဲ အိမ်ပြင်မှာရွာနေတဲ့ ဒီမိုးစက်တွေ ပြန်မြင်ယောင် တို့ရဲ့အတိတ်ဟောင်း တို့နှစ်ဦး 	4
သတင်း The Voice Myanmar ပြိုင်ပွဲကို နှုတ်ဆက်ခဲ့ရသည့် အာကာ အောင်ခင်ဝင်း (ရုပ်သံ)	4
ကျနော်ကြိုက်တဲ့ နံပြားကို မနက်မိုးလင်းတိုင်း သူလေဈေးကဝယ်ပြီးတော့ အမေကို ဝင်ပေးတယ် သူသိပ်ချစ်လွန်းတော့ ကျနော့်အတွက် စိတ်ပိန်ရတယ် သဂရုစိုက်လွန်းတော့ 	4
သတင်း ဖားကန့်တွင် ပထမဆုံး အဆင့်မြှင့် ရုပ်ရှင်ရုံဖွင့်လှစ်	4
ကချင်ပြည်နယ်၊ ဖားကန့်မြို့မှာ ပထမဦးဆုံး အဆင့်မြင့်ရုပ်ရှင်ရုံ မေ ၁၈ နေ့က ဖွင့်လှစ်ခဲ့ပါတယ်။ ရုပ်ရှင်ရုံရဲ့အမည်ဟာ ကချင်လို 	4
သတင်း မယ်စကြာဝဠာမြန်မာ ၂၀၁၉ အလှမယ်ပြိုင်ပွဲဝင် ၂၆ ဦးကို မဲပေးရွေးချယ်နိုင်(ဓာတ်ပုံ)	4
မယ်စကြာဝဠာမြန်မာ ၂၀၁၉ အလှမယ်ပြိုင်ပွဲမှာ တနိုင်ငံလုံးမြို့ကြီးတွေက  အလှမယ် ၂၆ ဦး ဝင်ရောက်ယှဉ်ပြိုင်နေပြီး ပရိသတ်တွေက လာမယ့် 	4
သတင်း အနုပညာ ရုပ်သံ	4
လိုက်ဖက်တဲ့ ဘဝသီချင်းကို စုံတွဲသီဆိုပြီး လိုက်ဖ်လွှင့်ခဲ့ကြသည့် ရွှေထူးနှင့် ရွှေမှုံရတီ(ရုပ်သံ)	4
ပရိသတ်အချစ်တော် သရုပ်ဆောင်မင်းသမီး ရွှေမှုံရတီနဲ့ ခင်ပွန်းဖြစ်သူ ရွှေထူးတို့ဟာ လိုက်ဖက်တဲ့ဘ၀ သီချင်းကို စုံတွဲသီဆိုခဲ့ကြပြီး ဖေ့စ်ဘွတ်ခ်မှတဆင့် လိုက်ဖ်လွှင့်ပြီး 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
သခင်ကို တွယ်ငြိစိတ်ဖြင့် ဘဝအဆက်ဆက် စောင့်ရှောက်သည့်ခွေးလေး ရုပ်ရှင် – A Dog’s Journey (နမူနာ)	4
အိမ်မွေးတိရစ္ဆာန်တွေနဲ့ လူသားသခင်တို့အကြား ချစ်ခြင်းမေတ္တာတွေကို အတိုင်းသား မြင်တွေ့ကြရမယ့် Hollywood Comedy Drama အမျိုးအစား ရုပ်ရှင် 	4
သတင်း အနုပညာ ရုပ်သံ	4
အကောင်းဆုံးယှဉ်ပြိုင်ခဲ့ပေမယ့် ပြိုင်ပွဲက နှုတ်ဆက်ခဲ့ရသည့် The Voice Myanmar ပြိုင်ပွဲဝင် ခွန်းဝတီပြည့်(ရုပ်သံ)	4
ဆောင်းဦးရဲ့ ဝေးလွင့်ရာ မနက်ခင်းပဲ ဝေဟင်ဆီ တိမ်ယံတွေကြားသို့ ခရီးစဉ် အချိန်လေးပဲ ခွဲရမယ့် တို့နှစ်ယောက်မှာ 	4
Movie Crazy သတင်း အနုပညာ ရုပ်သံ	4
ကျော်သူနှင့် မြင့်မြတ် ကြမ်းကြမ်းရမ်းရမ်း သရုပ်ဆောင်ထားသည့် ကျောမှာဂဠုန်ရင်မှာနဂါး ရုပ်ရှင် (နမူနာ)	4
ဝါရင့်သရုပ်ဆောင်မင်းသားကြီး ကျော်သူနဲ့ လူငယ်သရုပ်ဆောင်မင်းသား မြင့်မြတ်တို့ အတွဲညီညီ ခေါင်းဆောင်ပါဝင်ထားကြတဲ့ ရုပ်ရှင် – ကျောမှာဂဠုန်ရင်မှာနဂါးကို လာမယ့် 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ဟောလိဝုဒ် လူငယ်အချစ်ဒရာမာ ရုပ်ရှင်ပရိသတ် အကြိုက် The Sun Is Also a Star ရုပ်ရှင် (နမူနာ)	4
ထူးထူးခြားခြား ဟောလိဝုဒ် လူငယ်အချစ်ဒရာမာ ရုပ်ရှင်ပရိသတ်တွေ အကြိုက်တွေ့ကြမယ့် The Sun Is Also a	4
အာဆီယံရုပ်ရှင်ပွဲတော်တွင် ‘မီ’ရုပ်ရှင်ကား ဆန်ကာတင်ဆု ၃ ဆုဝင်နေ	4
အာဆီယံ အပြည်ပြည်ဆိုင်ရာ ရုပ်ရှင်ပွဲတော်နဲ့ ထူးချွန်ဆု(Asean International Film Festival & Awards–AIFFA) ဆန်ကာတင်စာရင်းမှာ 	4
သတင်း အနုပညာ ရုပ်သံ	4
တရုတ်-မြန်မာပူးပေါင်းရိုက်ကူးမည့် ပုဂံရတနာသိုက်ဇာတ်လမ်းတွဲတွင် နိုင်းနိုင်း၊ ဝတ်မှုန်ရွှေရည် တို့ ပါဝင်မည်(ရုပ်သံ)	4
တရုတ်နဲ့ မြန်မာ နှစ်နိုင်ငံ ပူးပေါင်းရိုက်ကူးမယ့် ပုဂံရတနာသိုက်အမည်ရတဲ့ ဇာတ် လမ်းတွဲထဲမှာ မြန်မာနာမည်ကြီးသရုပ်ဆောင်တွေ ဖြစ်ကြတဲ့ 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
နာမည်ကြီး စူပါဟီးရိုးရုပ်ရှင် Avengers: Endgame ဧပြီ ၂၆ ရုံတင်တော့မည် (နမူနာ)	4
ဟောလိဝုဒ် နာမည်ကြီး စူပါဟီးရိုး ရုပ်ရှင်ကားတကားဖြစ်တဲ့ Avengers: Endgame ရုပ်ရှင်ကို လာမယ့် ဧပြီ ၂၆ 	4
သတင်း အနုပညာ ရုပ်သံ	4
အကြမ်းစားရက်ပ်တွေနဲ့ အပြိုင်ကြဲပြီး The Voice Myanmar နောက်တဆင့်တက်ခဲ့သည့် ယမုံဇင်ဦး(ရုပ်သံ)	4
ပရိသတ်အားပေးမှုတွေ ရနေတဲ့ The Voice Myanmar သီချင်းဆိုပြိုင်ပွဲမှာ အ ကြမ်းစားရက်ပ်တွေရွတ်ပြီး နောက်တဆင့်တက်သွားခဲ့တဲ့ ပြိုင်ပွဲဝင် 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ထူးဆန်းသည့် သဘာဝလွန် စွမ်းအင်ရှိသည့် လူမည်းအမျိုးသမီးအကြောင်း ရုပ်ရှင် – Fast Color (နမူနာ)	4
ဟောလိဝုဒ် Drama Sci-fi Thriller အမျိုးအစား ရုပ်ရှင်ကားတကားဖြစ်တဲ့ Fast Color ရုပ်ရှင်ကို ဧပြီ 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
နာမည်ကြီးနေသည့် သွေးပျက်ထိတ်လန့်စရာ သရဲရုပ်ရှင်ကား The Curse Of La Llorona (နမူနာ)	4
သွေးပျက်ထိတ်လန့်စရာကောင်းတဲ့ Horror Mystery Thriller အမျိုးအစား ရုပ်ရှင်ပရိသတ်တွေ ကြိုက်နှစ်သက်ကြမယ့် The Curse of 	4
လူမှုရေး သတင်း တိုင်းရင်းသားဒေသဇာတ်လမ်းများပေါ်ထွက်လာရန် တောင်ကြီးမြို့၌ ဇာတ်ညွန်းသင်တန်းဖွင့်	4
မျိုးဆက်သစ် လူငယ်ဇာတ်ညွှန်းဆရာတွေ ပေါ်ထွက်လာဖို့ ရှမ်းပြည်နယ်မှာ ပထမဆုံး အကြိမ် ဇာတ်ညွန်းရေးသားနည်းသင်တန်းကို တောင်ကြီးမြို့ ကုန်သည်ကြီးများအသင်းရုံးမှာ ပြုလုပ် 	4
Facebook သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
တရက်အတွင်း ကြည့်ရှုသူ ၂ သန်းကျော်သွားသည့် LSD အဖွဲ့သီချင်းသစ် – No New Friends (ရုပ်သံ)	4
နာမည်ကြီး အဆိုတော်အဖွဲ့တဖွဲ့ဖြစ်တဲ့ LSD အဖွဲ့ရဲ့ သီချင်းသစ် No New Friends ဟာ ထွက်ရှိလာပြီး 	4
သတင်း ကြေကွဲထိရှစရာ တေးသွားများနှင့် ပြုံးရွှင်ရေ ပျော်ရဲ့လား ရုပ်ရှင်ဇာတ်ဝင်တေး(ရုပ်သံ)	4
နွေအလယ် နေပူပူမှာ လျှောက်ရင်းနဲ့ ရင်မှာ ဒဏ်ရာတွေ မျိုသိပ်ရင်းနဲ့ ခ ယောင်းတောကြမ်းကြမ်းနဲ့ ဆူးခင်းလမ်းဖြတ်ကျော်ကာ အပြုံးပန်းများပွင့်စေသူ 	4
သတင်း အနုပညာ ရုပ်သံ	4
နီနီခင်ဇော် ကိုယ်တိုင်ရေး ကိုယ်တိုင်သီဆိုသည့် မြူးမြူးကြွကြွ အလန်းစားသြင်္ကန်သီချင်း (ရုပ်သံ)	4
သြင်္ကန်အချိန်ကို ရောက်ပြီ အတာရေသဘင်ပွဲဆီ တန်ခူးလထဲက အခုရက် မှ ရေပက်ကြဖို့ခေါ် ဒီလိုဆို မင်းတက် ဂျစ်ကားနဲ့	4
ငယ်ဘဝဇာတ်ကောင် ဆင်ကလေးအကြောင်း တကျော့ပြန်ရှုစားရမည့် Dumbo ရုပ်ရှင် (နမူနာ)	4
ပရိသတ်တွေအားလုံး ငယ်ငယ်ကတည်းက ရင်းနှီးနှစ်သက်ခဲ့ကြတဲ့ ကာတွန်းရုပ်ရှင် ဇာတ်ကောင် ဆင်ကလေးအကြောင်းကို ပုံစံအသစ်နဲ့ ဖန်တီးထားတဲ့ Dumbo ရုပ်ရှင်ကို 	4
သတင်း နေပြည်တော် ဖျော်ဖြေရေးမြို့တော်အသွင်ဆောင်လာဟု ဒေါ်အောင်ဆန်းစုကြည် ပြော	4
နေပြည်တော်ဟာ ဖျော်ဖြေရေးနဲ့ပတ်သက်တဲ့ မြို့တော်တခုအသွင် စတင်လာပြီလို့ နိုင်ငံတော်၏အတိုင်ပင်ခံပုဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်က ပြောပါတယ်။ မတ်လ ၂၃ ရက်က 	4
သတင်း ရုပ်ရှင်များကပေးတဲ့ သြဇာဟာ လူအများရဲ့ စိတ်နှလုံးကို အများကြီး လွှမ်းမိုးနိုင်ပါတယ် – ဒေါ်အောင်ဆန်းစုကြည်	4
ရုပ်ရှင်များကပေးတဲ့ သြဇာဟာ လူအများရဲ့ စိတ်နှလုံးကိုအများကြီး လွှမ်းမိုးနိုင်တာကြောင့် သိမ်မွေ့တဲ့ စွမ်းအားကို မှန်မှန်ကန်ကန်အသုံးချပြီး နိုင်ငံနဲ့ တကမ္ဘာလုံးအတွက် 	4
သတင်း အကယ်ဒမီ ရုပ်ရှင်ထူးချွန်ဆုများ ရွှေကြာနှင့်မုန်းစွဲ သိမ်းကျုံးရယူ	4
မနေ့ညက ကျင်းပပြုလုပ်ခဲ့တဲ့ ၂၀၁၈ ခုနှစ်အတွက် မြန်မာ့ရုပ်ရှင် အကယ်ဒမီဆု ချီးမြှင့်ပွဲမှာတော့ ရွှေကြာနဲ့ မုန်းစွဲ ရုပ်ရှင်ကား 	4
အကယ်ဒမီ အကောင်းဆုံး ဒါရိုက်တာ အကယ်ဒမီဆု ဘယ်သူရနိုင်မလဲ	4
၂၀၁၈ ခုနှစ် တနှစ်တာအတွင်း ရုံတင်ပြသခဲ့တဲ့ ရုပ်ရှင်ကား တွေထဲမှာ ထူးချွန်ပြောင်မြောက်စွာ ကြိုးစားခဲ့ကြတဲ့ အနုပညာရှင်တွေကို ဂုဏ်ပြုချီးမြှင့်မယ့် 	4
အကယ်ဒမီ အကောင်းဆုံး အမျိုးသားဇာတ်ဆောင် အကယ်ဒမီဆု ဘယ်သူရနိုင်မလဲ	4
၂၀၁၈ ခုနှစ် တနှစ်တာအတွင်း ရုံတင်ပြသခဲ့တဲ့ ရုပ်ရှင်ကား တွေထဲမှာ ထူးချွန်ပြောင်မြောက်စွာ ကြိုးစားခဲ့ကြတဲ့ အနုပညာရှင်တွေကို ဂုဏ်ပြုချီးမြှင့် 	4
သတင်း အကောင်းဆုံး ရုပ်ရှင်ဇာတ်ကား အကယ်ဒမီဆု ဘယ်သူရနိုင်မလဲ	4
၂၀၁၈ ခုနှစ် တနှစ်တာအတွင်း ရုံတင်ပြသခဲ့တဲ့ ရုပ်ရှင်ကား တွေထဲမှာ ထူးချွန်ပြောင်မြောက်စွာ ကြိုးစားခဲ့ကြတဲ့ အနုပညာရှင်တွေကို ဂုဏ်ပြုချီးမြှင့်မယ့် 	4
Movie Crazy ရုပ်ရှင်ဝါသနာအိုးတို့အတွက် ဘယ်ရုံမှာ ဘာကားတွေပြနေသလဲ(ရုပ်သံ)	4
ဒီတပတ် ဒီဗွီဘီရဲ့ Movie Crazy – DVB အစီအစဉ်မှာ ရုပ်ရှင်ဝါသနာအိုးတွေ အတွက် ပုံမှန်တင်ဆက်နေကြဖြစ်တဲ့ 	4
အကယ်ဒမီ အမျိုးသမီးဇာတ်ဆောင် အကယ်ဒမီဆု ဘယ်သူရနိုင်မလဲ(မဲပေးနိုင်)	4
၂၀၁၈ ခုနှစ် တနှစ်တာအတွင်း ရုံတင်ပြသခဲ့တဲ့ ရုပ်ရှင်ကားတွေထဲမှာ ထူးချွန်ပြောင်မြောက်စွာ ကြိုးစားခဲ့ကြတဲ့ အနုပညာရှင်တွေကို ဂုဏ်ပြုချီးမြှင့်မယ့် မြန်မာ့ရုပ်ရှင်အကယ်ဒမီဆုချီးမြှင့်ပွဲ 	4
သတင်း အင်းဝမြေဝိုင်းသဘင်အဖွဲ့ ကချင်ပြည်နယ်တွင် မိတ်ဆက်ကပြ	4
မန္တလေးမြိုက အင်းဝမြေဝိုင်းဇာတ်သဘင်အဖွဲ့ဟာ ကချင်ပြည်နယ်၊ မိုးညှင်းမြို့ အရှေ့ကျောင်း ပရဟိတ စာသင်တိုက်မှာ မတ်လ ၂၀ ရက်က	4
ရက်ပိုင်းအတွင်း ကြည့်ရှုသူ ၆ သိန်းကျော်ရှိသည့် မနော၏ သြင်္ကန်သီချင်းသစ်(ရုပ်သံ)	4
ဆံထုံးကေသာ ဆံနွယ်ကြော့မှာ ပိတောက်ပန်းကို ပန်လို့ထားတာ ရင်ဖုံးအ ကျီၤမှာ ဇာကွက်ဆန်းအဝါ ဆင်မြန်းထားတာ မြင်ရသူကို ငေးမောလောက်စရာ 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ဆင်လိမ္မာကလေးနှင့် သခင်ကြား ချစ်ခြင်းမေတ္တာ၊ စွန့်စားခန်းများ ရှုစားရမည့်ရုပ်ရှင် – Junglee (နမူနာ)	4
ထူးခြားတဲ့ ဇာတ်ဝင်ခန်းတွေ၊ တောဆင်ရိုင်းတွေနဲ့အတူ ရိုက်ကူးတင်ဆက်ထားတဲ့ စွန့်စားမှုအသားပေး အိန္ဒိယ ရုပ်ရှင်ကားတကားဖြစ်တဲ့ Junglee ရုပ်ရှင်ကား နမူနာဟာ 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ရုံတင်တော့မည့် ဟောလိဝုဒ် နာမည်ကြီး အမျိုးသမီး စူပါဟီးရိုးရုပ်ရှင် Captain Marvel (နမူနာ)	4
ပရိသတ်တွေ မျှော်လင့်နေကြတဲ့ နာမည်ကြီး ဟောလိဝုဒ် အမျိုးသမီး စူပါဟီးရိုးရုပ်ရှင် Captain Marvel ကို လာမယ့် 	4
သတင်း သြစတြီးယား-မြန်မာတွဲဖက်ရိုက်ကူးမည့် ရုပ်ရှင်အတွက် သရုပ်ဆောင်သစ်များ ခေါ်ယူ	4
သြစတြီးယားနဲ့ မြန်မာရုပ်ရှင်ရှင်ကုမ္ပဏီတို့ ပူးပေါင်း ထုတ်လုပ်မယ့် ရုပ်ရှင်ကားမှာ ပါဝင်သရုပ်ဆောင်လိုတဲ့ သရုပ်ဆောင်တွေကို စတင်ခေါ်ယူနေပါတယ်။ ဒီခေါ်ယူမှုကိုတော့ Communication 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ဟောလိဝုဒ် ဝါရင့်မင်းသမီး ဂျူလီယန်မိုး ခေါင်းဆောင်ပါဝင်သည့် အချစ်ဒရာမာရုပ်ရှင် – Gloria Bell (နမူနာ)	4
ဟောလိဝုဒ် အချစ်ဒရာမာ ရုပ်ရှင်ပရိသတ်တွေ အကြိုက်တွေ့ကြမယ့် Gloria Bell ရုပ်ရှင်ကားကို လာမယ့် မတ်လ ၈ 	4
Movie Crazy သတင်း အနုပညာ နိုင်ငံတကာ ရုပ်သံ	4
ပါကစ္စတန်-အိန္ဒိယနယ်စပ် မြင်ကွင်းတွေနဲ့ ရှုစားရမည့် အက်ရှင်ရုပ်ရှင် – The Wedding Guest (နမူနာ)	4
သွေးပျက်ထိတ်လန့်စရာကောင်းတဲ့ Action Thriller အမျိုးအစားရုပ်ရှင် ပရိသတ်တွေ နှစ်သက်ကြမယ့် The Wedding Guest ရုပ်ရှင်ကားကို 	4
သတင်း အကယ်ဒမီ ပရိသတ်ကပေးတဲ့ အကယ်ဒမီဆု တထပ်တည်းကျဖို့တော့ မလွယ်ဘူး – ကျော်ထူး	4
အကယ်ဒမီ အကဲဖြတ်စိစစ်ရေးကပေးတဲ့ အကယ်ဒမီဆုနဲ့ ပရိသတ်ကပေးတဲ့ အကယ်ဒမီဆု တထပ်တည်းကျဖို့တော့ မလွယ်ဘူး။ အကဲဖြတ်တဲ့ လူကြီးတွေပေါ် မူတည်တာပေါ့ဗျာ။ 	4
သတင်း Myanmar Idol တေးသံရှင် ချမ်းမြေ့မောင်ချိုရဲ့ သီချင်းသစ်-အိပ်မက် (ရုပ်သံ)	4
မင်း ဖြစ်ချင်တာတွေ မင်း တောင်းဆိုတာလေး ငါ ဘာဆို ဘာတခုမှ မဖြည့် ဆည်းပေးနိုင် မင်း 	4
မြန်မာအပါအဝင် အာရှနိုင်ငံများတွင် ရိုက်ထားသည့် ထိုင်းရုပ်ရှင် Friend Zone ရုံတင် (နမူနာ)	4
